student_id,study_hours_per_week,attendance_pct,assignment_completion_pct,previous_term_score,internet_quality,parental_support,extra_classes,sleep_hours_per_night,disciplinary_record,final_exam_score,passed
STD20820,16.0,74,100,75,Fair,High,0,7.9,0,100,1
STD20821,8.3,91,88,62,Good,Low,0,7.7,0,100,1
STD20822,5.0,90,58,75,Fair,High,0,7.5,0,99,1
STD20823,14.8,65,68,36,Fair,Low,1,6.8,0,100,1
STD20824,11.7,68,68,52,Good,High,1,6.3,0,100,1
STD20825,4.9,62,81,69,Fair,High,0,5.4,0,92,1
STD20826,14.1,67,74,63,Good,High,0,5.3,0,100,1
STD20827,10.7,56,57,45,Good,High,0,7.3,0,100,1
STD20828,14.7,74,53,72,Fair,Medium,0,6.7,0,100,1
STD20829,14.2,85,88,50,Good,Low,0,6.3,0,91,1
STD20830,9.0,65,83,46,Good,Low,0,7.7,0,93,1
STD20831,15.2,75,80,65,Fair,Medium,1,6.5,0,100,1
STD20832,9.5,73,83,58,Poor,Medium,0,5.6,1,85,1
STD20833,9.8,91,67,50,Good,Medium,1,6.5,0,100,1
STD20834,9.3,67,81,50,Fair,Medium,1,7.9,0,100,1
STD20835,17.7,68,100,42,Poor,Medium,0,5.5,0,100,1
STD20836,10.6,64,99,52,Fair,High,0,7.1,0,100,1
STD20837,18.9,60,73,75,Fair,Medium,0,6.7,0,100,1
STD20838,20.9,83,69,62,Poor,High,0,5.8,0,100,1
STD20839,8.3,74,27,72,Good,Medium,1,6.4,0,100,1
STD20840,0.0,77,97,66,Fair,High,0,4.8,0,84,1
STD20841,17.2,94,92,49,Fair,High,0,6.9,0,100,1
STD20842,10.3,95,68,33,Good,Medium,0,5.0,0,98,1
STD20843,7.7,53,52,44,Poor,Low,0,8.2,0,64,1
STD20844,9.1,85,57,48,Good,High,1,6.7,1,85,1
STD20845,9.9,79,86,47,Fair,Medium,0,6.1,0,92,1
STD20846,18.5,70,76,73,Fair,High,1,8.3,0,100,1
STD20847,12.8,81,90,73,Fair,High,0,5.5,0,100,1
STD20848,18.4,52,80,91,Good,Medium,0,5.8,0,100,1
STD20849,14.5,96,95,47,Good,High,0,4.4,0,100,1
STD20850,10.5,83,85,82,Poor,High,1,8.5,1,100,1
STD20851,10.0,64,93,82,Fair,High,0,9.2,0,100,1
STD20852,14.8,68,40,55,Fair,Medium,1,4.6,0,96,1
STD20853,16.1,52,56,65,Good,Low,0,5.7,0,100,1
STD20854,17.0,72,71,77,Good,Low,1,6.9,0,100,1
STD20855,10.7,69,97,57,Fair,Medium,1,6.1,0,100,1
STD20856,12.9,57,100,56,Good,High,1,6.8,1,100,1
STD20857,14.9,87,75,49,Fair,High,0,6.6,0,100,1
STD20858,10.1,94,67,23,Fair,Medium,0,7.3,0,87,1
STD20859,6.3,76,43,59,Fair,Medium,1,5.6,0,80,1
STD20860,8.0,72,94,47,Fair,Medium,0,7.1,0,88,1
STD20861,10.8,82,68,42,Fair,High,0,5.3,0,100,1
STD20862,15.3,76,100,64,Fair,Medium,0,6.3,0,100,1
STD20863,18.3,61,65,36,Good,Low,0,4.5,0,99,1
STD20864,5.2,67,100,70,Good,Medium,0,6.3,0,99,1
STD20865,9.0,72,91,65,Fair,Medium,0,6.1,0,90,1
STD20866,10.2,79,59,52,Fair,Medium,0,8.0,0,91,1
STD20867,16.0,76,82,57,Good,High,0,6.7,0,100,1
STD20868,9.4,79,92,40,Poor,High,1,7.0,0,100,1
STD20869,9.9,55,74,69,Good,Low,1,6.8,1,99,1
STD20870,4.9,85,93,61,Fair,Low,1,4.0,0,88,1
STD20871,14.4,76,93,62,Poor,Medium,0,4.2,0,100,1
STD20872,11.2,100,89,66,Good,Medium,1,6.4,1,100,1
STD20873,8.7,71,78,48,Fair,Medium,0,7.2,0,93,1
STD20874,10.7,81,57,35,Poor,Low,1,6.5,0,91,1
STD20875,17.6,100,77,72,Poor,Low,0,5.7,0,99,1
STD20876,7.0,79,81,68,Good,High,0,6.5,0,100,1
STD20877,7.8,75,44,50,Good,Low,1,6.4,0,87,1
STD20878,18.3,62,81,64,Fair,High,0,7.8,0,100,1
STD20879,12.4,97,76,77,Poor,Medium,1,7.7,1,94,1
STD20880,15.3,60,55,75,Poor,Medium,1,6.1,0,100,1
STD20881,14.0,82,72,50,Good,Low,0,6.7,0,100,1
STD20882,11.8,69,72,36,Fair,Low,0,7.2,0,99,1
STD20883,10.3,73,100,38,Fair,Medium,1,7.4,0,100,1
STD20884,16.2,56,82,53,Fair,High,1,8.9,0,100,1
STD20885,17.8,95,97,80,Fair,High,1,6.8,0,100,1
STD20886,17.4,72,76,47,Fair,Low,0,8.3,0,100,1
STD20887,6.1,59,44,49,Fair,Low,1,5.3,1,60,1
STD20888,18.5,94,90,49,Poor,Low,0,6.0,0,89,1
STD20889,10.2,69,66,50,Fair,High,0,4.0,1,73,1
STD20890,8.2,81,72,58,Fair,Low,1,7.0,0,96,1
STD20891,11.2,88,59,39,Fair,Low,0,7.6,0,99,1
STD20892,16.2,83,79,74,Poor,High,0,3.5,0,100,1
STD20893,14.7,45,97,56,Poor,High,0,7.0,0,100,1
STD20894,10.7,86,95,95,Fair,Medium,1,7.6,0,100,1
STD20895,16.2,75,100,40,Fair,Low,1,7.5,0,100,1
STD20896,12.7,71,100,82,Fair,Medium,1,5.2,0,100,1
STD20897,9.1,74,41,79,Fair,Low,0,7.8,0,93,1
STD20898,8.5,53,57,52,Fair,Medium,0,6.8,0,91,1
STD20899,14.1,79,45,52,Good,High,1,7.6,0,100,1
STD20900,11.6,57,89,44,Fair,Low,0,6.6,0,79,1
STD20901,5.1,72,66,44,Poor,High,0,7.3,0,86,1
STD20902,16.2,78,69,58,Good,Medium,0,8.2,0,100,1
STD20903,9.6,91,74,58,Fair,High,0,6.5,0,100,1
STD20904,20.0,65,85,34,Good,Low,1,7.2,0,100,1
STD20905,5.0,96,51,92,Poor,Medium,0,8.4,0,93,1
STD20906,11.1,89,55,54,Good,Low,0,6.6,1,97,1
STD20907,8.5,70,78,59,Good,Medium,1,5.3,0,100,1
STD20908,7.1,60,100,49,Poor,Low,1,7.7,0,71,1
STD20909,9.6,56,78,54,Fair,Medium,0,8.7,0,80,1
STD20910,20.9,80,64,53,Good,High,0,8.5,0,100,1
STD20911,12.7,66,39,58,Fair,Medium,1,7.7,0,100,1
STD20912,8.0,93,95,58,Fair,Medium,1,3.8,1,96,1
STD20913,2.9,66,65,70,Good,Medium,1,6.0,0,98,1
STD20914,3.4,63,57,61,Good,Medium,1,6.0,0,97,1
STD20915,9.3,79,47,69,Good,Medium,1,6.9,0,100,1
STD20916,8.8,66,52,58,Good,Medium,0,9.0,0,97,1
STD20917,10.9,76,61,61,Good,Low,0,5.4,0,100,1
STD20918,0.6,90,74,54,Good,Medium,0,9.5,0,90,1
STD20919,11.5,78,56,73,Fair,Low,1,6.3,0,100,1
STD20920,17.1,78,81,63,Good,Medium,0,5.8,0,100,1
STD20921,20.1,79,74,56,Fair,Medium,0,7.9,0,100,1
STD20922,2.5,52,100,55,Poor,Low,0,8.0,0,63,1
STD20923,8.0,81,47,56,Fair,High,1,7.6,0,100,1
STD20924,7.7,78,81,58,Poor,Medium,1,5.8,0,85,1
STD20925,12.7,89,81,57,Good,Medium,0,7.5,0,100,1
STD20926,5.9,84,59,50,Fair,High,0,5.5,0,95,1
STD20927,20.4,73,80,69,Fair,Medium,1,5.8,1,100,1
STD20928,12.2,90,92,70,Poor,Low,0,6.7,0,100,1
STD20929,11.4,72,80,85,Fair,Low,1,5.7,0,100,1
STD20930,20.0,79,100,49,Fair,Medium,0,8.2,0,100,1
STD20931,11.9,72,39,68,Good,Low,1,6.0,0,100,1
STD20932,14.0,82,63,29,Fair,High,0,6.5,0,99,1
STD20933,8.2,71,100,70,Fair,Medium,1,5.7,0,100,1
STD20934,5.1,99,94,36,Fair,Medium,0,8.1,0,96,1
STD20935,8.9,100,88,43,Fair,Medium,0,5.9,0,93,1
STD20936,22.9,88,100,63,Fair,Medium,1,8.3,1,100,1
STD20937,15.2,98,44,49,Good,Medium,0,8.2,0,100,1
STD20938,13.4,54,92,47,Good,Medium,1,6.2,0,100,1
STD20939,7.1,56,97,51,Good,High,0,6.8,0,100,1
STD20940,16.6,71,66,69,Fair,Medium,0,6.2,0,100,1
STD20941,5.2,77,100,44,Poor,Medium,1,7.5,1,73,1
STD20942,4.2,73,82,57,Good,Medium,0,6.5,0,100,1
STD20943,9.2,53,39,52,Good,Medium,1,6.3,0,95,1
STD20944,21.8,92,85,70,Poor,Medium,0,6.9,0,100,1
STD20945,21.5,100,65,71,Good,Medium,0,4.7,0,100,1
STD20946,9.7,94,99,30,Fair,Low,1,6.7,0,100,1
STD20947,8.6,91,88,74,Poor,Medium,0,7.6,0,95,1
STD20948,3.8,79,67,49,Good,Low,0,7.0,1,66,1
STD20949,12.4,64,100,62,Good,High,0,8.0,0,100,1
STD20950,12.8,77,95,44,Good,Low,0,6.3,0,100,1
STD20951,15.9,100,63,64,Poor,Medium,1,6.2,1,100,1
STD20952,16.6,71,75,95,Fair,Low,0,5.3,1,97,1
STD20953,11.0,70,87,60,Good,Medium,0,6.3,0,100,1
STD20954,14.8,92,71,51,Good,Medium,0,9.4,0,100,1
STD20955,8.5,92,72,55,Fair,Medium,0,7.2,1,85,1
STD20956,14.7,64,79,36,Fair,Low,0,6.0,0,92,1
STD20957,9.5,72,59,80,Poor,Low,0,5.5,0,98,1
STD20958,14.3,69,38,63,Fair,Low,1,4.7,0,100,1
STD20959,13.9,77,82,42,Good,Medium,1,5.7,1,100,1
STD20960,12.3,91,42,43,Poor,High,0,7.8,0,92,1
STD20961,16.0,65,60,58,Poor,Medium,0,6.2,0,100,1
STD20962,4.1,91,46,72,Fair,High,0,5.6,0,95,1
STD20963,6.7,77,48,41,Fair,Medium,0,5.7,0,87,1
STD20964,10.6,100,86,75,Fair,Medium,0,7.6,0,100,1
STD20965,4.8,80,74,57,Poor,High,1,6.7,0,90,1
STD20966,10.0,75,73,44,Good,Low,1,6.0,0,100,1
STD20967,10.1,84,54,51,Fair,High,0,6.4,0,100,1
STD20968,18.5,71,66,84,Fair,Medium,0,9.5,1,100,1
STD20969,12.7,51,85,37,Fair,Medium,1,8.4,0,100,1
STD20970,17.1,73,77,47,Fair,High,1,8.7,0,100,1
STD20971,13.5,72,93,72,Fair,Medium,0,4.5,0,100,1
STD20972,9.3,54,95,61,Good,High,1,6.6,0,100,1
STD20973,12.7,75,73,46,Fair,High,0,6.0,0,100,1
STD20974,15.6,47,45,72,Fair,Low,1,7.5,0,100,1
STD20975,18.0,71,64,73,Fair,Medium,0,8.2,0,100,1
STD20976,11.3,79,76,63,Fair,High,1,7.2,0,100,1
STD20977,3.8,77,64,49,Fair,Low,0,5.7,0,68,1
STD20978,3.4,70,59,51,Fair,Medium,0,5.9,0,83,1
STD20979,10.4,75,79,62,Fair,Low,1,7.6,1,94,1
STD20980,0.3,65,100,38,Poor,Low,1,7.7,0,69,1
STD20981,21.0,76,69,78,Good,Medium,1,7.0,1,100,1
STD20982,15.0,77,78,84,Poor,Medium,0,7.0,0,100,1
STD20983,8.8,63,54,54,Good,Medium,1,6.9,0,100,1
STD20984,6.5,80,100,63,Fair,Medium,0,7.1,0,100,1
STD20985,17.1,80,94,76,Poor,Low,1,7.7,0,100,1
STD20986,6.4,74,93,87,Good,Medium,0,7.6,0,100,1
STD20987,6.9,100,100,81,Fair,Low,0,6.8,0,100,1
STD20988,8.2,74,70,32,Good,Low,0,6.7,0,66,1
STD20989,12.6,72,73,53,Good,Medium,1,6.7,0,100,1
STD20990,15.1,70,100,66,Good,Medium,1,5.8,0,100,1
STD20991,18.0,62,89,51,Fair,Low,0,5.8,0,100,1
STD20992,17.2,86,38,85,Good,Low,1,7.5,0,100,1
STD20993,12.0,66,86,82,Fair,Medium,0,5.9,0,99,1
STD20994,17.1,68,68,46,Good,Low,0,7.9,0,100,1
STD20995,8.6,68,94,56,Poor,High,0,6.7,0,93,1
STD20996,2.9,62,85,47,Good,Medium,1,7.9,0,87,1
STD20997,8.6,51,47,55,Good,Low,1,7.6,0,94,1
STD20998,8.0,70,83,55,Fair,High,1,7.9,0,100,1
STD20999,8.8,88,82,72,Good,Medium,0,6.2,0,100,1
STD21000,7.2,79,85,45,Good,High,0,7.3,0,100,1
STD21001,9.7,98,88,20,Good,Medium,1,7.8,0,100,1
STD21002,15.1,87,100,34,Poor,Medium,0,4.8,0,100,1
STD21003,20.6,83,85,43,Fair,Medium,1,9.0,0,100,1
STD21004,3.4,100,78,48,Good,Medium,1,9.5,0,100,1
STD21005,5.6,75,99,61,Poor,Medium,0,8.0,1,85,1
STD21006,8.0,77,100,42,Good,Low,0,7.8,1,87,1
STD21007,15.8,76,94,40,Good,Medium,1,7.6,0,100,1
STD21008,11.0,98,82,44,Fair,Low,1,6.4,0,100,1
STD21009,8.4,76,86,41,Good,High,1,6.7,0,100,1
STD21010,15.6,67,83,50,Poor,Medium,1,8.1,0,100,1
STD21011,16.8,84,78,49,Good,High,0,5.5,0,100,1
STD21012,11.9,65,100,68,Good,Low,1,5.4,0,100,1
STD21013,7.9,83,65,43,Fair,Medium,1,6.3,0,100,1
STD21014,13.4,82,99,53,Fair,Medium,1,7.7,0,100,1
STD21015,10.8,73,76,50,Fair,Medium,0,5.7,1,87,1
STD21016,10.8,84,51,70,Fair,High,0,6.5,0,100,1
STD21017,9.4,55,75,56,Good,Medium,0,6.7,1,95,1
STD21018,16.6,78,68,74,Fair,Medium,0,5.5,0,100,1
STD21019,13.2,70,88,41,Fair,Medium,1,3.6,0,100,1
STD21020,17.2,100,80,57,Fair,Low,1,5.5,0,100,1
STD21021,18.7,78,60,49,Good,Medium,0,7.1,0,100,1
STD21022,14.3,68,100,40,Good,Medium,1,7.4,0,100,1
STD21023,9.5,57,98,57,Poor,Low,0,7.4,1,77,1
STD21024,17.2,94,100,84,Fair,Medium,1,7.6,0,100,1
STD21025,14.3,71,82,45,Poor,Medium,1,6.0,0,100,1
STD21026,25.0,65,77,56,Poor,Low,1,5.7,1,100,1
STD21027,13.6,81,91,38,Fair,Medium,1,7.3,0,100,1
STD21028,15.5,85,68,36,Good,Medium,1,6.5,0,100,1
STD21029,13.5,85,80,46,Fair,High,1,8.0,0,100,1
STD21030,11.5,76,75,51,Poor,Medium,0,7.3,0,90,1
STD21031,10.7,78,52,52,Fair,Medium,1,8.5,0,90,1
STD21032,13.5,79,80,55,Good,Medium,0,6.2,0,100,1
STD21033,14.6,81,70,33,Fair,Low,0,8.2,0,100,1
STD21034,17.8,82,74,49,Fair,Low,1,9.4,0,100,1
STD21035,13.5,91,85,66,Good,Low,1,6.9,0,100,1
STD21036,9.7,77,100,38,Poor,Low,1,7.4,0,77,1
STD21037,10.4,65,63,53,Good,Low,0,5.6,0,91,1
STD21038,5.4,74,72,62,Good,Medium,0,8.0,0,97,1
STD21039,20.3,87,64,46,Good,Medium,0,8.3,0,100,1
STD21040,9.3,51,63,63,Poor,Low,1,6.2,0,81,1
STD21041,16.8,51,67,35,Poor,Medium,1,7.6,0,96,1
STD21042,13.4,89,74,71,Good,Low,1,7.2,0,100,1
STD21043,13.5,97,89,63,Fair,Medium,0,7.3,0,100,1
STD21044,11.4,58,84,59,Fair,High,1,7.9,0,100,1
STD21045,8.1,77,59,75,Fair,Medium,0,7.5,0,94,1
STD21046,7.2,70,100,53,Poor,Low,1,6.6,0,100,1
STD21047,20.6,72,95,49,Fair,Medium,0,7.9,0,100,1
STD21048,12.6,80,62,79,Good,Medium,0,8.2,0,100,1
STD21049,17.6,58,100,86,Good,Low,1,6.1,0,100,1
STD21050,18.9,60,84,48,Fair,High,1,6.8,0,100,1
STD21051,9.9,72,75,56,Good,Medium,0,4.5,0,100,1
STD21052,14.1,74,84,74,Good,Low,0,7.6,0,100,1
STD21053,12.2,60,78,57,Poor,Medium,1,8.4,0,98,1
STD21054,6.2,87,88,67,Good,Medium,1,6.5,0,100,1
STD21055,11.1,70,81,70,Poor,Medium,1,7.0,0,95,1
STD21056,14.9,70,72,50,Fair,High,0,6.5,0,100,1
STD21057,9.5,80,42,64,Fair,High,1,6.3,0,100,1
STD21058,10.4,74,87,58,Poor,Low,0,7.1,1,83,1
STD21059,11.1,88,71,40,Poor,Low,0,5.8,0,82,1
STD21060,22.6,63,92,43,Fair,Medium,0,6.5,0,100,1
STD21061,2.8,56,87,48,Fair,Medium,0,5.6,1,66,1
STD21062,14.5,72,72,72,Fair,Medium,0,7.6,0,100,1
STD21063,10.7,77,96,72,Fair,Low,0,7.1,0,100,1
STD21064,8.8,59,82,69,Good,High,0,6.2,0,100,1
STD21065,10.6,57,81,65,Good,Medium,1,6.8,1,96,1
STD21066,15.3,79,76,64,Poor,High,0,6.5,0,100,1
STD21067,15.6,65,100,62,Good,High,0,8.3,0,100,1
STD21068,12.9,56,65,64,Poor,Low,0,6.2,0,85,1
STD21069,17.5,90,72,65,Fair,Low,1,7.6,0,100,1
STD21070,18.3,67,56,37,Fair,Low,1,5.9,0,100,1
STD21071,16.1,92,91,46,Poor,High,0,7.9,0,100,1
STD21072,9.3,76,68,43,Poor,Medium,1,8.1,0,84,1
STD21073,14.5,80,70,75,Good,High,1,8.2,0,100,1
STD21074,14.5,73,69,83,Good,Medium,1,8.7,0,100,1
STD21075,7.9,39,79,25,Good,Medium,0,7.2,0,80,1
STD21076,4.2,60,55,81,Good,High,0,8.4,0,100,1
STD21077,1.9,74,38,59,Fair,Medium,0,8.9,0,76,1
STD21078,12.3,81,86,73,Poor,Medium,0,5.3,0,100,1
STD21079,13.5,51,40,66,Poor,Medium,0,6.0,0,75,1
STD21080,6.1,75,93,80,Fair,Low,1,4.9,0,94,1
STD21081,17.2,60,100,61,Good,Low,0,8.2,0,100,1
STD21082,12.8,79,75,38,Fair,Low,0,4.8,0,93,1
STD21083,18.7,76,100,56,Poor,Medium,1,4.5,0,100,1
STD21084,13.9,86,78,66,Fair,Medium,1,5.4,0,100,1
STD21085,6.7,91,100,55,Good,Medium,0,4.5,0,100,1
STD21086,14.3,82,70,68,Fair,Low,1,7.2,0,100,1
STD21087,15.4,88,35,57,Good,Medium,0,5.4,0,100,1
STD21088,9.3,71,77,49,Fair,High,0,4.6,0,98,1
STD21089,4.8,100,100,42,Fair,Medium,0,6.7,0,88,1
STD21090,12.5,59,88,52,Fair,High,0,6.8,0,99,1
STD21091,7.0,69,69,61,Good,Low,1,4.4,0,88,1
STD21092,17.6,89,84,29,Good,Low,0,5.9,0,97,1
STD21093,10.0,87,95,46,Fair,Medium,1,6.7,0,100,1
STD21094,20.6,83,76,28,Fair,Low,0,6.3,0,99,1
STD21095,1.4,85,100,49,Poor,Medium,1,6.4,0,85,1
STD21096,12.7,47,69,76,Poor,High,0,8.3,0,100,1
STD21097,19.1,98,96,40,Poor,Low,1,9.5,0,100,1
STD21098,7.5,73,92,69,Poor,High,0,6.4,0,99,1
STD21099,11.2,93,65,95,Good,Low,1,5.1,0,100,1
STD21100,10.0,48,70,80,Good,Medium,1,6.5,0,100,1
STD21101,8.6,80,96,60,Good,Medium,1,7.1,0,100,1
STD21102,13.2,68,81,71,Good,Medium,0,6.7,0,100,1
STD21103,5.5,84,84,37,Good,Low,1,7.6,0,90,1
STD21104,11.4,80,49,34,Good,High,1,9.5,1,98,1
STD21105,14.6,81,90,58,Fair,High,0,4.6,0,100,1
STD21106,10.9,61,83,64,Poor,Medium,1,6.1,0,100,1
STD21107,7.0,75,77,74,Poor,Medium,1,8.8,0,100,1
STD21108,17.2,73,84,49,Good,Medium,1,6.1,0,100,1
STD21109,15.7,83,71,61,Poor,Medium,0,7.8,0,100,1
STD21110,6.8,90,67,60,Fair,Medium,0,7.6,0,94,1
STD21111,5.5,78,74,56,Fair,Medium,0,8.4,0,86,1
STD21112,7.2,58,70,57,Fair,High,1,9.3,0,100,1
STD21113,14.7,78,100,45,Fair,Medium,1,7.2,0,100,1
STD21114,13.4,100,94,62,Good,Low,0,4.5,0,100,1
STD21115,16.0,99,61,61,Fair,High,0,5.9,0,100,1
STD21116,10.4,35,100,51,Good,Low,0,9.5,0,100,1
STD21117,7.4,77,70,68,Poor,Low,0,5.0,0,84,1
STD21118,16.6,89,79,73,Good,High,1,7.4,0,100,1
STD21119,9.2,73,94,68,Fair,Low,1,3.5,1,79,1
STD21120,12.9,70,43,42,Fair,Low,0,5.0,0,70,1
STD21121,4.3,72,74,59,Good,Medium,0,8.0,0,95,1
STD21122,9.2,84,68,44,Good,High,0,6.8,0,100,1
STD21123,17.0,60,82,59,Good,Low,1,6.3,0,100,1
STD21124,8.4,93,85,44,Good,Medium,1,5.7,0,94,1
STD21125,16.1,75,77,77,Fair,Low,0,4.2,1,87,1
STD21126,0.3,63,76,70,Fair,Medium,0,7.7,0,80,1
STD21127,9.2,92,97,75,Poor,Medium,1,6.4,0,100,1
STD21128,11.1,54,83,74,Good,Low,1,4.8,0,100,1
STD21129,20.7,68,79,54,Good,High,0,6.8,1,100,1
STD21130,6.2,68,81,52,Good,Medium,0,7.6,1,79,1
STD21131,15.4,100,100,84,Good,High,1,6.5,0,100,1
STD21132,17.3,66,81,56,Fair,High,1,7.0,0,100,1
STD21133,8.4,46,69,38,Poor,High,1,6.8,0,85,1
STD21134,10.1,68,44,73,Poor,Medium,0,5.9,0,84,1
STD21135,12.7,82,52,60,Fair,Medium,0,6.9,0,99,1
STD21136,4.6,87,70,81,Good,High,0,7.8,0,100,1
STD21137,9.7,100,76,62,Poor,Medium,1,8.1,0,98,1
STD21138,18.4,96,68,58,Good,Low,1,7.8,0,100,1
STD21139,14.6,79,84,81,Good,Medium,0,5.9,0,100,1
STD21140,11.2,64,68,35,Fair,Medium,1,7.6,0,95,1
STD21141,12.6,99,62,49,Good,Medium,1,7.4,0,100,1
STD21142,14.9,71,89,45,Fair,High,0,5.9,0,100,1
STD21143,15.9,67,100,25,Good,Medium,1,6.2,0,100,1
STD21144,9.2,70,58,71,Fair,Low,1,7.7,0,100,1
STD21145,19.7,58,82,50,Fair,Low,0,8.6,0,100,1
STD21146,18.6,69,44,72,Poor,High,1,4.4,0,100,1
STD21147,15.4,73,51,64,Fair,Medium,0,8.9,0,100,1
STD21148,7.8,86,67,67,Good,Medium,1,8.3,0,100,1
STD21149,6.9,71,98,51,Good,High,1,7.1,0,100,1
STD21150,10.4,58,64,47,Good,High,1,6.5,1,100,1
STD21151,12.3,54,63,59,Poor,Medium,1,7.3,0,97,1
STD21152,3.2,79,79,72,Good,Medium,0,6.0,0,95,1
STD21153,14.5,77,79,57,Poor,Low,0,6.6,0,100,1
STD21154,18.4,68,64,47,Poor,High,1,4.9,1,100,1
STD21155,14.9,69,100,40,Good,Medium,0,4.5,0,100,1
STD21156,8.6,81,73,61,Good,Medium,1,9.5,0,100,1
STD21157,8.0,95,80,50,Good,Low,0,6.9,0,98,1
STD21158,13.5,65,71,57,Good,Medium,0,7.1,0,100,1
STD21159,11.2,77,86,54,Poor,Medium,0,6.8,0,92,1
STD21160,14.2,89,100,51,Poor,Medium,1,5.7,0,94,1
STD21161,15.0,65,100,62,Poor,Medium,0,6.4,0,100,1
STD21162,17.5,76,64,66,Fair,High,1,6.9,0,100,1
STD21163,6.3,75,98,87,Fair,Medium,0,6.5,0,100,1
STD21164,13.1,58,88,69,Poor,High,1,5.8,0,100,1
STD21165,10.2,78,96,82,Fair,Low,1,7.4,0,100,1
STD21166,11.5,76,76,46,Fair,Medium,0,7.0,0,91,1
STD21167,16.3,84,75,34,Good,Low,0,7.3,0,100,1
STD21168,16.9,59,95,58,Fair,Medium,0,7.7,0,100,1
STD21169,19.0,76,95,71,Fair,High,0,6.6,0,100,1
STD21170,14.1,95,100,69,Good,Low,1,6.6,0,100,1
STD21171,11.4,100,82,76,Good,High,0,8.7,0,100,1
STD21172,10.7,94,76,20,Fair,Medium,1,5.6,0,100,1
STD21173,3.3,60,34,77,Poor,Medium,1,4.4,0,76,1
STD21174,18.7,82,49,63,Good,Low,0,7.5,0,100,1
STD21175,10.4,69,71,35,Good,Medium,1,6.0,1,95,1
STD21176,14.5,80,58,69,Poor,High,1,5.4,0,100,1
STD21177,15.4,65,93,61,Fair,Medium,0,8.0,0,100,1
STD21178,5.8,52,54,64,Fair,Medium,1,6.6,0,90,1
STD21179,7.4,71,69,73,Poor,High,1,5.2,0,100,1
STD21180,19.7,86,70,64,Poor,Medium,0,9.3,0,100,1
STD21181,13.5,80,100,36,Good,Low,0,4.7,1,94,1
STD21182,9.1,82,67,56,Fair,Medium,1,6.7,0,83,1
STD21183,11.4,79,86,34,Poor,Medium,0,4.3,0,71,1
STD21184,17.4,82,82,68,Good,High,1,7.2,0,100,1
STD21185,16.7,83,94,79,Fair,Medium,1,6.0,0,100,1
STD21186,4.7,72,93,39,Fair,Medium,1,7.9,0,86,1
STD21187,20.2,77,77,48,Fair,High,0,6.8,0,100,1
STD21188,16.8,100,47,45,Poor,Medium,0,8.6,0,100,1
STD21189,11.2,78,74,51,Poor,Medium,1,6.2,0,89,1
STD21190,6.0,77,78,64,Good,High,0,4.7,1,83,1
STD21191,17.3,77,83,51,Fair,Low,0,7.1,0,92,1
STD21192,14.4,73,65,68,Good,Medium,0,6.5,0,100,1
STD21193,4.7,70,99,74,Poor,High,0,4.4,0,88,1
STD21194,10.8,79,78,75,Good,Medium,0,5.4,0,100,1
STD21195,27.6,69,61,41,Fair,High,0,5.8,0,100,1
STD21196,12.1,74,70,79,Good,Medium,1,8.8,1,100,1
STD21197,8.3,65,100,80,Fair,Medium,1,7.7,0,100,1
STD21198,7.0,78,90,81,Fair,Medium,1,6.3,0,100,1
STD21199,20.9,84,97,56,Poor,Low,1,7.4,0,100,1
STD21200,16.2,73,59,47,Poor,High,0,4.1,0,95,1
STD21201,19.0,48,66,43,Good,Low,0,6.1,0,94,1
STD21202,13.2,84,66,41,Poor,Medium,1,7.3,0,100,1
STD21203,18.3,78,81,58,Poor,Medium,0,7.0,0,100,1
STD21204,7.8,62,75,71,Good,Low,0,6.1,0,100,1
STD21205,12.8,87,69,78,Fair,Medium,0,6.8,0,100,1
STD21206,13.4,56,71,51,Fair,Medium,1,7.2,0,99,1
STD21207,18.9,91,64,57,Good,Low,0,6.8,0,100,1
STD21208,13.6,75,75,56,Good,High,0,7.9,0,100,1
STD21209,8.9,44,98,48,Poor,High,0,7.2,0,89,1
STD21210,12.3,78,51,69,Fair,Low,1,7.5,0,95,1
STD21211,3.6,70,84,63,Fair,High,0,9.0,0,87,1
STD21212,0.4,68,100,60,Fair,Medium,1,7.9,0,90,1
STD21213,16.2,66,75,63,Good,Low,0,9.1,0,89,1
STD21214,10.1,74,68,67,Good,Medium,0,5.9,0,100,1
STD21215,10.7,69,95,67,Poor,High,0,4.7,0,93,1
STD21216,16.2,50,60,45,Poor,Medium,0,6.6,1,86,1
STD21217,19.0,94,78,71,Good,Low,0,6.5,0,100,1
STD21218,14.7,73,59,62,Fair,Medium,1,8.7,0,100,1
STD21219,21.6,66,44,51,Good,Medium,0,5.3,0,100,1
STD21220,14.5,60,75,62,Poor,Medium,1,6.7,1,85,1
STD21221,13.5,87,55,63,Poor,Medium,0,7.3,0,92,1
STD21222,13.2,58,78,74,Good,High,0,6.9,1,100,1
STD21223,5.6,78,98,42,Good,Medium,1,6.6,0,90,1
STD21224,16.8,68,100,78,Poor,Low,1,7.3,0,100,1
STD21225,0.0,69,80,58,Good,High,0,8.2,0,91,1
STD21226,9.1,61,96,50,Fair,Medium,0,8.8,0,100,1
STD21227,12.1,67,85,50,Poor,Medium,1,6.8,0,85,1
STD21228,8.1,76,71,43,Fair,Medium,0,5.7,0,81,1
STD21229,9.7,79,43,32,Fair,Medium,1,8.8,0,80,1
